22	10
2	26
25	3
7	24
23	8
21	13
5	25
24	6
10	23
22	11
3	26
25	4
8	24
23	9
21	14
0	27
1	27
26	1
26	2
26	0
6	25
24	7
22	12
4	26
25	5
9	24
23	10
2	27
26	3
7	25
24	8
22	13
5	26
25	6
10	24
23	11
3	27
26	4
8	25
24	9
22	14
0	28
1	28
27	1
27	2
27	0
6	26
25	7
23	12
4	27
26	5
9	25
24	10
2	28
27	3
7	26
25	8
23	13
5	27
26	6
10	25
24	11
3	28
27	4
8	26
25	9
23	14
0	29
1	29
28	1
28	2
28	0
6	27
26	7
24	12
4	28
27	5
9	26
25	10
2	29
28	3
7	27
26	8
24	13
5	28
27	6
10	26
25	11
3	29
28	4
8	27
26	9
24	14
0	30
1	30
29	1
29	2
29	0
6	28
27	7
25	12
4	29
28	5
9	27
26	10
2	30
29	3
7	28
27	8
25	13
5	29
28	6
10	27
26	11
3	30
29	4
8	28
27	9
25	14
0	31
1	31
30	1
30	2
30	0
6	29
28	7
26	12
4	30
29	5
9	28
27	10
2	31
30	3
7	29
28	8
26	13
5	30
29	6
10	28
27	11
3	31
30	4
8	29
28	9
26	14
0	32
1	32
31	1
31	2
31	0
6	30
29	7
27	12
4	31
30	5
9	29
28	10
2	32
31	3
7	30
29	8
27	13
5	31
30	6
10	29
28	11
3	32
31	4
8	30
29	9
27	14
0	33
1	33
32	1
32	2
32	0
6	31
30	7
28	12
4	32
31	5
9	30
29	10
2	33
32	3
7	31
30	8
28	13
5	32
31	6
10	30
29	11
3	33
32	4
8	31
30	9
28	14
0	34
1	34
33	1
33	2
33	0
6	32
31	7
29	12
4	33
32	5
9	31
30	10
28	15
2	34
33	3
7	32
31	8
29	13
5	33
32	6
10	31
30	11
3	34
33	4
8	32
31	9
29	14
0	35
1	35
34	1
34	2
34	0
6	33
32	7
11	31
30	12
4	34
33	5
9	32
31	10
29	15
2	35
34	3
7	33
32	8
30	13
5	34
33	6
10	32
31	11
28	16
29	16
3	35
34	4
8	33
32	9
30	14
0	36
1	36
35	1
35	2
35	0
6	34
33	7
11	32
31	12
4	35
34	5
9	33
32	10
30	15
2	36
35	3
7	34
33	8
12	31
12	32
31	13
5	35
34	6
10	33
32	11
28	17
29	17
30	16
3	36
35	4
8	34
33	9
31	14
36	1
36	2
36	0
6	35
34	7
11	33
32	12
30	17
4	36
35	5
9	34
33	10
36	3
7	35
34	8
12	33
13	31
13	32
5	36
35	6
10	34
33	11
28	18
29	18
36	4
8	35
34	9
13	33
37	1
37	2
37	0
6	36
35	7
11	34
30	18
31	17
36	5
9	35
37	3
7	36
12	34
14	31
14	32
31	18
36	6
10	35
28	19
29	19
37	4
8	36
13	34
14	33
38	1
38	2
38	0
11	35
30	19
9	36
14	34
12	35
15	31
15	32
31	19
32	17
32	18
10	36
28	20
29	20
13	35
15	33
39	1
39	0
32	19
11	36
30	20
14	35
15	34
12	36
16	31
16	32
31	20
33	17
33	18
15	35
28	21
29	21
13	36
16	33
40	1
40	0
32	20
33	19
30	21
14	36
16	34
33	20
17	31
17	32
31	21
34	17
34	18
34	16
15	36
16	35
28	22
29	22
17	33
41	1
41	0
32	21
34	19
16	36
30	22
17	34
33	21
34	20
18	31
18	32
31	22
35	17
35	18
35	16
17	35
28	23
29	23
34	21
18	33
42	1
42	0
32	22
35	19
17	36
30	23
18	34
33	22
35	20
19	31
19	32
31	23
36	17
36	18
36	16
18	35
28	24
29	24
34	22
35	21
19	33
43	1
43	2
43	0
32	23
36	19
18	36
30	24
35	22
19	34
33	23
36	20
20	31
20	32
31	24
37	17
37	18
37	16
19	35
28	25
29	25
34	23
36	21
20	33
44	1
44	2
44	0
32	24
37	19
19	36
30	25
35	23
36	22
20	34
43	3
44	3
33	24
37	20
21	31
21	32
31	25
38	17
38	18
38	16
36	23
20	35
28	26
29	26
34	24
37	21
21	33
45	1
45	2
45	0
32	25
38	19
20	36
30	26
35	24
37	22
21	34
44	4
45	3
33	25
38	20
22	31
22	32
31	26
39	17
39	18
39	16
36	24
37	23
21	35
28	27
29	27
45	4
34	25
38	21
22	33
46	1
46	2
46	0
32	26
39	19
37	24
21	36
30	27
35	25
38	22
22	34
46	3
33	26
39	20
23	31
23	32
31	27
36	25
38	23
22	35
28	28
29	28
44	5
45	5
46	4
34	26
39	21
23	33
47	1
47	2
47	0
32	27
37	25
38	24
22	36
30	28
46	5
35	26
39	22
23	34
47	3
33	27
38	25
24	31
24	32
31	28
36	26
39	23
23	35
28	29
29	29
45	6
47	4
34	27
24	33
48	1
48	2
48	0
32	28
37	26
39	24
23	36
30	29
46	6
47	5
35	27
40	22
24	34
48	3
33	28
38	26
39	25
25	31
25	32
31	29
47	6
36	27
40	23
24	35
28	30
29	30
48	4
34	28
39	26
25	33
49	1
49	2
49	0
32	29
37	27
40	24
24	36
30	30
46	7
48	5
35	28
25	34
49	3
33	29
38	27
40	25
26	31
26	32
31	30
47	7
48	6
36	28
25	35
28	31
29	31
27	31
49	4
34	29
39	27
40	26
26	33
50	1
50	2
50	0
32	30
48	7
37	28
25	36
30	31
49	5
35	29
40	27
26	34
50	3
33	30
38	28
27	32
31	31
46	8
47	8
49	6
36	29
26	35
28	32
29	32
50	4
34	30
39	28
27	33
51	1
51	2
51	0
32	31
48	8
49	7
37	29
26	36
30	32
50	5
35	30
40	28
41	27
27	34
51	3
33	31
49	8
38	29
31	32
47	9
50	6
36	30
41	28
27	35
28	33
29	33
51	4
34	31
39	29
52	1
52	2
52	0
32	32
48	9
50	7
37	30
27	36
30	33
51	5
35	31
40	29
28	34
52	3
33	32
49	9
50	8
38	30
31	33
51	6
36	31
41	29
42	28
28	35
29	34
52	4
34	32
50	9
39	30
53	1
53	2
53	0
32	33
47	10
48	10
51	7
37	31
42	29
28	36
30	34
52	5
35	32
40	30
53	3
33	33
49	10
51	8
38	31
31	34
52	6
36	32
41	30
29	35
53	4
34	33
50	10
51	9
39	31
54	1
54	2
54	0
32	34
48	11
52	7
37	32
42	30
43	28
43	29
43	27
29	36
30	35
53	5
35	33
51	10
40	31
54	3
33	34
49	11
52	8
38	32
43	30
31	35
53	6
36	33
41	31
54	4
34	34
50	11
52	9
39	32
55	1
55	2
55	0
32	35
53	7
37	33
42	31
44	28
44	29
44	27
30	36
54	5
35	34
51	11
52	10
40	32
55	3
33	35
48	12
49	12
53	8
38	33
43	31
44	26
44	30
31	36
54	6
36	34
52	11
41	32
55	4
34	35
50	12
53	9
39	33
56	1
56	2
56	0
44	31
32	36
54	7
37	34
42	32
45	28
45	29
45	27
55	5
35	35
51	12
53	10
40	33
56	3
33	36
49	13
54	8
38	34
43	32
45	26
45	30
55	6
36	35
52	12
53	11
41	33
56	4
34	36
50	13
54	9
39	34
57	1
57	2
57	0
44	32
44	25
45	25
45	31
55	7
37	35
53	12
42	33
46	28
46	29
46	27
56	5
35	36
51	13
54	10
40	34
57	3
45	32
55	8
38	35
43	33
46	26
46	30
56	6
36	36
52	13
54	11
41	34
57	4
49	14
50	14
55	9
39	35
58	1
58	2
58	0
44	33
45	24
46	25
46	31
56	7
37	36
53	13
54	12
42	34
47	28
47	29
47	27
57	5
51	14
55	10
40	35
58	3
45	33
46	24
46	32
56	8
38	36
54	13
43	34
47	26
47	30
57	6
52	14
55	11
41	35
58	4
46	33
50	15
56	9
39	36
59	1
59	2
59	0
44	34
47	25
47	31
57	7
53	14
55	12
42	35
48	28
48	29
48	27
58	5
51	15
56	10
40	36
59	3
45	34
45	23
46	23
47	24
47	32
57	8
54	14
55	13
43	35
48	26
48	30
58	6
52	15
56	11
41	36
59	4
46	34
47	23
47	33
57	9
55	14
60	1
60	2
60	0
44	35
48	25
48	31
58	7
53	15
56	12
42	36
49	28
49	29
49	27
59	5
47	34
50	16
51	16
57	10
60	3
45	35
46	22
48	24
48	32
58	8
54	15
56	13
43	36
49	26
49	30
59	6
52	16
57	11
60	4
46	35
47	22
48	23
48	33
58	9
55	15
56	14
61	1
61	2
61	0
44	36
49	25
49	31
59	7
53	16
57	12
50	28
50	29
50	27
60	5
47	35
48	22
48	34
50	17
51	17
49	17
58	10
56	15
61	3
45	36
49	24
49	32
59	8
54	16
57	13
50	26
50	30
60	6
48	35
52	17
58	11
61	4
46	36
47	21
49	23
49	33
59	9
55	16
57	14
50	25
50	31
60	7
53	17
58	12
51	28
51	29
51	27
61	5
47	36
48	21
49	22
49	34
50	18
51	18
49	18
59	10
56	16
57	15
50	24
50	32
60	8
54	17
58	13
51	26
51	30
61	6
48	36
49	21
49	35
48	18
52	18
59	11
57	16
50	23
50	33
60	9
55	17
58	14
51	25
51	31
61	7
49	36
53	18
59	12
52	28
52	29
52	27
47	20
48	20
50	22
50	34
50	19
51	19
49	19
60	10
56	17
58	15
51	24
51	32
61	8
54	18
59	13
52	26
52	30
49	20
50	21
50	35
48	19
52	19
60	11
57	17
58	16
51	23
51	33
61	9
55	18
59	14
52	25
52	31
50	20
50	36
53	19
60	12
53	28
53	29
53	27
58	17
51	22
51	34
51	20
61	10
56	18
59	15
52	24
52	32
54	19
60	13
53	26
53	30
51	21
51	35
52	20
61	11
57	18
59	16
52	23
52	33
55	19
60	14
53	25
53	31
51	36
53	20
61	12
54	28
54	29
54	27
58	18
59	17
52	22
52	34
56	19
60	15
53	24
53	32
54	20
61	13
54	26
54	30
59	18
52	21
52	35
57	19
60	16
53	23
53	33
55	20
61	14
54	25
54	31
52	36
53	21
55	28
55	29
55	27
58	19
60	17
53	22
53	34
56	20
61	15
54	24
54	32
54	21
55	26
55	30
59	19
60	18
53	35
57	20
61	16
54	23
54	33
55	21
55	25
55	31
60	19
53	36
56	28
56	29
56	27
58	20
61	17
54	22
54	34
56	21
55	24
55	32
56	26
56	30
59	20
61	18
54	35
57	21
55	23
55	33
55	22
56	25
56	31
60	20
61	19
54	36
57	28
57	29
57	27
58	21
55	34
56	22
56	24
56	32
61	20
57	26
57	30
59	21
55	35
57	22
56	23
56	33
57	25
57	31
60	21
55	36
58	28
58	29
58	27
58	22
56	34
57	24
57	32
61	21
58	26
58	30
59	22
56	35
57	23
57	33
58	25
58	31
60	22
56	36
59	28
59	29
59	27
58	23
57	34
58	24
58	32
61	22
59	26
59	30
59	23
57	35
58	33
59	25
59	31
60	23
57	36
60	28
60	29
60	27
58	34
59	24
59	32
61	23
60	26
60	30
58	35
59	33
60	25
60	31
60	24
58	36
61	28
61	29
61	27
59	34
60	32
61	24
61	26
61	30
59	35
60	33
61	25
61	31
59	36
60	34
61	32
60	35
61	33
60	36
61	34
61	35
61	36
